2,1,6,4,3,5,8,7,9
3,4,5,8,9,7,1,2,6
8,9,7,6,1,2,3,4,5
9,5,3,7,6,1,4,8,2
1,2,8,5,4,9,7,6,3
7,6,4,2,8,3,9,5,1
6,7,1,3,2,4,5,9,8
4,8,9,1,5,6,2,3,7
5,3,2,9,7,8,6,1,4
